;tipo de incendio;año;mes;anho;Región de Arica;Región de Tarapacá;Región de Antofagasta;Región de Atacama;Región de Coquimbo;Región de Valparaíso;Región Metropolitana;Región del Libertador Bernardo O'higgins;Región del Maule;Región del Ñuble;Región del Bío Bío;Región de la Araucanía;Región de los Ríos;Región de los Lagos;Región de Aysén del General Carlos Ibáñez del Campo;Región de Magallanes y de la Antártica Chilena;Chile
1007;Falsa Alarma 6-16;2018;octubre;46;2;0;0;0;5;7;27;8;1;1;4;5;3;4;0;2;69
1008;Inundación 10-17;2018;octubre;46;0;0;0;0;0;0;0;7;0;0;10;0;0;0;0;0;17
1009;Emergencia Marítima Portuaria 10-18;2018;octubre;46;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;4
1010;Incendio 10-30;2018;octubre;46;0;0;5;0;0;2;15;0;0;0;0;4;5;10;0;0;41
1011;Emergencia Metro de Santiago 10-19;2018;octubre;46;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2
1012;Estructural 10-0;2018;Noviembre;47;5;6;49;15;14;106;379;91;76;35;127;122;47;93;15;21;1201
1013;Vehículos 10-1;2018;Noviembre;47;7;1;9;4;12;49;217;13;17;17;19;16;7;23;2;7;420
1014;Pastizales y/o Basura 10-2;2018;Noviembre;47;22;14;34;21;74;574;1046;408;166;46;155;117;11;68;5;9;2770
1015;Rescate de Emergencia 10-3;2018;Noviembre;47;12;4;21;3;4;110;574;74;45;27;121;44;21;59;5;3;1127
1016;Rescate Vehicular 10-4;2018;Noviembre;47;29;16;66;57;25;197;466;141;105;48;190;92;38;73;17;10;1570
1017;Haz-Mat 10-5;2018;Noviembre;47;1;0;5;5;2;21;35;23;6;5;27;24;4;17;1;2;178
1018;Gas 10-6;2018;Noviembre;47;10;3;40;20;19;68;220;32;24;18;99;38;12;30;7;25;665
1019;Eléctrico 10-7;2018;Noviembre;47;0;0;6;3;0;15;119;20;6;6;9;7;4;9;0;3;207
1020;No Clasificado 10-8;2018;Noviembre;47;3;0;12;6;10;48;66;41;46;22;155;81;14;35;0;3;542
1021;Otros Servicios 10-9;2018;Noviembre;47;7;39;57;65;23;260;287;371;113;110;153;292;47;612;10;31;2477
1022;Escombros 10-10;2018;Noviembre;47;2;0;1;0;1;18;38;0;4;2;7;9;2;3;0;0;87
1023;Servicio Aéreo 10-11;2018;Noviembre;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1024;Apoyo a otros Cuerpos 10-12;2018;Noviembre;47;0;0;0;0;4;44;297;103;5;1;17;26;15;2;0;0;514
1025;Atentados Terroristas 10-13;2018;Noviembre;47;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;6
1026;Accidentes Aéreos 10-14;2018;Noviembre;47;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;3
1027;Simulacro 10-15;2018;Noviembre;47;2;0;5;4;0;11;29;31;19;11;21;35;11;24;8;4;215
1028;Túnel 10-16;2018;Noviembre;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1029;Falsa Alarma 6-16;2018;Noviembre;47;2;0;1;0;0;16;27;4;4;3;4;8;2;4;2;2;79
1030;Inundación 10-17;2018;Noviembre;47;0;0;0;0;0;0;0;3;0;1;1;5;0;0;1;0;11
1031;Emergencia Marítima Portuaria 10-18;2018;Noviembre;47;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;3
1032;Incendio 10-30;2018;Noviembre;47;2;2;4;0;0;2;43;2;2;0;0;1;3;14;0;0;75
1033;Emergencia Metro de Santiago 10-19;2018;Noviembre;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1034;Estructural 10-0;2018;diciembre;48;12;5;33;10;34;113;334;55;62;47;134;100;28;109;16;24;1116
1035;Vehículos 10-1;2018;diciembre;48;3;3;8;6;14;42;208;18;16;8;31;33;7;18;0;3;418
1036;Pastizales y/o Basura 10-2;2018;diciembre;48;25;10;23;30;112;633;943;537;403;136;427;249;41;134;8;11;3722
1037;Rescate de Emergencia 10-3;2018;diciembre;48;8;9;24;9;12;109;592;64;47;28;144;35;22;90;2;5;1200
1038;Rescate Vehicular 10-4;2018;diciembre;48;34;12;68;35;65;228;548;142;104;81;258;118;40;93;20;15;1861
1039;Haz-Mat 10-5;2018;diciembre;48;1;0;8;4;2;32;43;26;7;2;31;30;7;16;2;0;211
1040;Gas 10-6;2018;diciembre;48;3;3;30;14;17;82;305;34;32;18;93;29;7;43;3;19;732
1041;Eléctrico 10-7;2018;diciembre;48;0;0;9;12;6;27;101;20;4;6;10;11;3;10;1;5;225
1042;No Clasificado 10-8;2018;diciembre;48;4;2;26;3;11;50;55;51;48;34;156;66;9;20;7;7;549
1043;Otros Servicios 10-9;2018;diciembre;48;2;28;55;83;26;298;311;354;106;142;141;315;62;617;17;16;2573
1044;Escombros 10-10;2018;diciembre;48;1;0;4;0;0;32;28;2;4;1;6;6;3;5;1;0;93
1045;Servicio Aéreo 10-11;2018;diciembre;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1046;Apoyo a otros Cuerpos 10-12;2018;diciembre;48;0;0;2;2;1;49;325;80;14;4;21;27;5;4;0;0;534
1047;Atentados Terroristas 10-13;2018;diciembre;48;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;3
1048;Accidentes Aéreos 10-14;2018;diciembre;48;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
1049;Simulacro 10-15;2018;diciembre;48;2;0;7;4;4;8;43;4;10;8;29;17;6;14;2;1;159
1050;Túnel 10-16;2018;diciembre;48;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1051;Falsa Alarma 6-16;2018;diciembre;48;0;1;0;3;4;12;33;5;9;4;14;6;0;4;1;0;96
1052;Inundación 10-17;2018;diciembre;48;0;0;0;0;0;0;1;1;1;0;3;0;0;0;0;0;6
1053;Emergencia Marítima Portuaria 10-18;2018;diciembre;48;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;11
1054;Incendio 10-30;2018;diciembre;48;0;0;3;0;0;7;39;0;3;0;0;1;2;16;0;0;71
1055;Emergencia Metro de Santiago 10-19;2018;diciembre;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1056;Estructural 10-0;2019;enero;49;9;11;26;17;25;96;369;113;97;41;150;113;41;104;18;25;1255
1057;Vehículos 10-1;2019;enero;49;7;7;11;6;9;37;245;23;38;17;35;38;12;18;5;7;515
1058;Pastizales y/o Basura 10-2;2019;enero;49;33;20;47;36;98;718;1057;748;730;315;767;615;78;131;10;10;5413
1059;Rescate de Emergencia 10-3;2019;enero;49;8;8;42;12;23;133;540;73;46;37;120;51;26;82;7;4;1212
1060;Rescate Vehicular 10-4;2019;enero;49;35;13;63;43;65;277;562;168;164;88;221;119;53;106;16;18;2011
1061;Haz-Mat 10-5;2019;enero;49;2;0;10;2;1;20;45;22;3;4;21;35;9;26;1;1;202
1062;Gas 10-6;2019;enero;49;10;6;33;11;18;62;357;30;27;23;105;56;16;38;2;10;804
1063;Eléctrico 10-7;2019;enero;49;5;4;6;3;15;23;119;20;8;8;17;8;4;9;0;3;252
1064;No Clasificado 10-8;2019;enero;49;7;0;17;4;12;64;76;67;54;21;143;69;20;16;2;5;577
1065;Otros Servicios 10-9;2019;enero;49;3;36;64;69;86;399;286;457;135;204;178;349;66;704;9;38;3083
1066;Escombros 10-10;2019;enero;49;1;0;0;3;5;63;58;10;11;14;12;10;1;10;1;1;200
1067;Servicio Aéreo 10-11;2019;enero;49;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;4
1068;Apoyo a otros Cuerpos 10-12;2019;enero;49;0;0;1;4;2;97;299;163;58;13;29;29;5;5;2;0;707
1069;Atentados Terroristas 10-13;2019;enero;49;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;6
1070;Accidentes Aéreos 10-14;2019;enero;49;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
1071;Simulacro 10-15;2019;enero;49;1;0;2;1;1;6;7;1;2;5;3;5;3;4;0;0;41
1072;Túnel 10-16;2019;enero;49;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1073;Falsa Alarma 6-16;2019;enero;49;0;1;1;0;2;18;42;15;17;6;11;17;3;9;0;3;145
1074;Inundación 10-17;2019;enero;49;0;0;0;0;0;0;2;1;0;1;4;2;0;0;0;0;10
1075;Emergencia Marítima Portuaria 10-18;2019;enero;49;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;6
1076;Incendio 10-30;2019;enero;49;2;1;3;0;0;15;38;0;7;0;0;1;2;16;0;0;85
1077;Emergencia Metro de Santiago 10-19;2019;enero;49;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1078;Estructural 10-0;2019;febrero;50;10;7;29;8;26;90;278;92;75;33;101;119;51;107;17;21;1064
1079;Vehículos 10-1;2019;febrero;50;3;2;13;5;10;46;192;20;18;11;22;25;14;24;5;5;415
1080;Pastizales y/o Basura 10-2;2019;febrero;50;16;5;28;30;103;574;759;509;618;376;720;1177;187;454;31;11;5598
1081;Rescate de Emergencia 10-3;2019;febrero;50;11;10;21;7;28;116;460;54;52;35;109;46;16;88;9;2;1064
1082;Rescate Vehicular 10-4;2019;febrero;50;21;9;63;34;61;297;483;172;181;68;217;155;69;105;15;7;1957
1083;Haz-Mat 10-5;2019;febrero;50;1;1;8;1;1;33;36;29;2;3;34;18;14;28;0;1;210
1084;Gas 10-6;2019;febrero;50;8;4;30;5;24;61;298;37;20;12;53;48;11;35;0;12;658
1085;Eléctrico 10-7;2019;febrero;50;1;2;18;4;7;30;94;16;5;19;11;18;6;14;0;1;246
1086;No Clasificado 10-8;2019;febrero;50;9;1;19;2;9;50;47;40;47;26;123;53;15;21;6;2;470
1087;Otros Servicios 10-9;2019;febrero;50;14;26;63;56;60;298;237;449;80;153;227;325;64;726;30;18;2826
1088;Escombros 10-10;2019;febrero;50;1;0;3;1;2;25;39;21;21;5;11;27;7;7;1;0;171
1089;Servicio Aéreo 10-11;2019;febrero;50;0;0;0;0;0;0;0;0;0;2;0;17;2;0;0;0;21
1090;Apoyo a otros Cuerpos 10-12;2019;febrero;50;0;2;3;0;2;50;337;140;40;42;138;178;18;38;2;0;990
1091;Atentados Terroristas 10-13;2019;febrero;50;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;5
1092;Accidentes Aéreos 10-14;2019;febrero;50;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
1093;Simulacro 10-15;2019;febrero;50;1;0;0;0;1;7;2;2;2;0;5;3;1;4;0;1;29
1094;Túnel 10-16;2019;febrero;50;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2
1095;Falsa Alarma 6-16;2019;febrero;50;2;0;1;1;12;10;37;12;13;11;13;23;9;17;3;4;168
1096;Inundación 10-17;2019;febrero;50;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
1097;Emergencia Marítima Portuaria 10-18;2019;febrero;50;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4
1098;Incendio 10-30;2019;febrero;50;3;0;3;0;0;5;35;2;8;0;0;0;4;17;0;0;77
1099;Emergencia Metro de Santiago 10-19;2019;febrero;50;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
1100;Estructural 10-0;2019;marzo;51;12;6;24;14;23;114;356;86;60;44;116;106;50;112;12;23;1158
1101;Vehículos 10-1;2019;marzo;51;3;4;16;6;9;42;257;25;18;10;27;38;9;29;2;5;500
1102;Pastizales y/o Basura 10-2;2019;marzo;51;21;11;31;24;61;463;710;455;567;212;462;1001;160;198;8;6;4390
1103;Rescate de Emergencia 10-3;2019;marzo;51;10;0;21;14;15;101;531;59;36;21;121;44;15;74;0;1;1063
1104;Rescate Vehicular 10-4;2019;marzo;51;24;15;60;35;29;255;546;145;160;73;226;109;56;92;13;10;1848
1105;Haz-Mat 10-5;2019;marzo;51;1;2;18;2;0;37;42;40;5;4;36;32;8;21;1;0;249
1106;Gas 10-6;2019;marzo;51;8;6;40;23;13;87;408;28;42;20;99;49;13;67;3;8;914
1107;Eléctrico 10-7;2019;marzo;51;1;5;6;3;4;15;113;30;1;2;12;11;8;15;1;3;230
1108;No Clasificado 10-8;2019;marzo;51;9;0;12;4;10;52;70;48;59;20;156;68;12;22;1;3;546
1109;Otros Servicios 10-9;2019;marzo;51;13;21;46;60;38;354;223;418;116;137;131;278;71;639;7;22;2574
1110;Escombros 10-10;2019;marzo;51;2;0;3;0;0;28;31;9;28;3;14;22;8;5;0;2;155
1111;Servicio Aéreo 10-11;2019;marzo;51;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;0;5
1112;Apoyo a otros Cuerpos 10-12;2019;marzo;51;0;5;2;1;1;24;246;80;77;11;30;64;16;9;1;0;567
1113;Atentados Terroristas 10-13;2019;marzo;51;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
1114;Accidentes Aéreos 10-14;2019;marzo;51;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
1115;Simulacro 10-15;2019;marzo;51;1;1;2;2;0;5;7;0;0;3;11;7;6;4;2;3;54
1116;Túnel 10-16;2019;marzo;51;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
1117;Falsa Alarma 6-16;2019;marzo;51;0;0;2;1;11;11;20;8;14;5;8;29;2;6;1;6;124
1118;Inundación 10-17;2019;marzo;51;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
1119;Emergencia Marítima Portuaria 10-18;2019;marzo;51;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2
1120;Incendio 10-30;2019;marzo;51;0;0;5;0;0;5;30;0;7;0;0;0;1;11;0;0;59
1121;Emergencia Metro de Santiago 10-19;2019;marzo;51;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1122;Estructural 10-0;2019;abril;52;7;15;37;7;23;101;281;81;107;63;162;139;48;130;13;15;1229
1123;Vehículos 10-1;2019;abril;52;6;2;8;8;11;39;185;13;20;6;20;17;9;11;3;11;369
1124;Pastizales y/o Basura 10-2;2019;abril;52;7;12;48;35;43;302;578;339;457;389;388;452;51;87;4;5;3197
1125;Rescate de Emergencia 10-3;2019;abril;52;2;5;23;6;9;99;498;49;51;25;123;35;20;62;1;1;1009
1126;Rescate Vehicular 10-4;2019;abril;52;27;21;45;48;29;191;549;150;133;66;252;103;41;96;17;13;1781
1127;Haz-Mat 10-5;2019;abril;52;1;0;7;3;4;30;44;20;2;3;29;32;9;28;1;0;213
1128;Gas 10-6;2019;abril;52;5;10;38;32;28;65;413;51;38;21;95;57;18;55;4;11;941
1129;Eléctrico 10-7;2019;abril;52;1;3;7;4;7;24;124;11;8;2;15;9;4;15;0;4;238
1130;No Clasificado 10-8;2019;abril;52;5;2;8;1;9;52;52;32;51;18;158;74;12;15;1;12;502
1131;Otros Servicios 10-9;2019;abril;52;9;23;56;53;28;308;219;387;92;111;155;247;51;523;5;34;2301
1132;Escombros 10-10;2019;abril;52;0;2;1;0;2;13;27;12;11;4;9;13;1;4;0;0;99
1133;Servicio Aéreo 10-11;2019;abril;52;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
1134;Apoyo a otros Cuerpos 10-12;2019;abril;52;0;0;0;0;2;16;190;63;32;13;19;38;3;4;0;0;380
1135;Atentados Terroristas 10-13;2019;abril;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1136;Accidentes Aéreos 10-14;2019;abril;52;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2
1137;Simulacro 10-15;2019;abril;52;1;0;1;0;4;11;12;4;8;3;10;18;9;12;2;3;98
1138;Túnel 10-16;2019;abril;52;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
1139;Falsa Alarma 6-16;2019;abril;52;1;1;2;0;4;11;27;3;12;6;11;9;5;13;1;5;111
1140;Inundación 10-17;2019;abril;52;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
1141;Emergencia Marítima Portuaria 10-18;2019;abril;52;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4
1142;Incendio 10-30;2019;abril;52;1;0;6;0;0;4;25;0;1;0;0;0;0;14;0;0;51
1143;Emergencia Metro de Santiago 10-19;2019;abril;52;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1144;Estructural 10-0;2019;mayo;53;8;20;42;22;33;136;376;114;100;60;192;170;58;160;38;19;1548
1145;Vehículos 10-1;2019;mayo;53;6;12;6;3;14;46;206;24;15;5;26;22;4;14;1;3;407
1146;Pastizales y/o Basura 10-2;2019;mayo;53;11;16;40;20;64;433;620;441;132;94;123;88;7;53;6;2;2150
1147;Rescate de Emergencia 10-3;2019;mayo;53;11;10;22;7;16;106;640;62;35;25;123;44;16;77;4;2;1200
1148;Rescate Vehicular 10-4;2019;mayo;53;25;22;64;36;44;237;519;176;170;86;283;116;55;108;20;15;1976
1149;Haz-Mat 10-5;2019;mayo;53;0;4;14;3;0;54;58;20;6;0;35;41;1;26;2;36;300
1150;Gas 10-6;2019;mayo;53;8;34;37;27;20;87;399;58;66;24;106;70;12;63;3;22;1036
1151;Eléctrico 10-7;2019;mayo;53;1;1;18;6;6;40;275;36;21;10;27;10;5;15;2;2;475
1152;No Clasificado 10-8;2019;mayo;53;4;11;15;1;13;72;104;62;58;46;215;75;15;34;2;5;732
1153;Otros Servicios 10-9;2019;mayo;53;4;46;57;61;41;335;291;534;107;94;227;265;66;674;6;38;2846
1154;Escombros 10-10;2019;mayo;53;0;2;0;0;4;25;19;3;2;1;12;3;0;4;0;0;75
1155;Servicio Aéreo 10-11;2019;mayo;53;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
1156;Apoyo a otros Cuerpos 10-12;2019;mayo;53;0;0;0;2;4;29;197;50;8;5;21;22;0;6;0;0;344
1157;Atentados Terroristas 10-13;2019;mayo;53;0;0;0;0;0;1;3;0;1;1;1;0;1;0;0;0;8
1158;Accidentes Aéreos 10-14;2019;mayo;53;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1159;Simulacro 10-15;2019;mayo;53;2;3;4;2;2;10;21;4;9;8;21;45;5;18;4;2;160
1160;Túnel 10-16;2019;mayo;53;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9
1161;Falsa Alarma 6-16;2019;mayo;53;1;2;1;1;3;17;20;4;8;6;6;3;1;5;0;2;80
1162;Inundación 10-17;2019;mayo;53;0;0;0;0;0;0;6;0;2;2;34;1;0;10;0;0;55
1163;Emergencia Marítima Portuaria 10-18;2019;mayo;53;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1164;Incendio 10-30;2019;mayo;53;0;3;1;0;0;3;23;1;8;0;2;0;1;14;0;0;56
1165;Emergencia Metro de Santiago 10-19;2019;mayo;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1166;Estructural 10-0;2019;Junio;54;6;12;28;13;26;178;359;119;128;85;228;237;87;202;29;23;1760
1167;Vehículos 10-1;2019;Junio;54;3;5;13;4;12;32;220;13;25;8;23;20;5;18;0;5;406
1168;Pastizales y/o Basura 10-2;2019;Junio;54;9;12;41;44;41;206;308;133;22;8;21;23;7;50;3;3;931
1169;Rescate de Emergencia 10-3;2019;Junio;54;9;8;25;6;23;97;597;59;93;24;129;24;25;73;2;5;1199
1170;Rescate Vehicular 10-4;2019;Junio;54;28;20;60;27;48;265;539;125;126;69;251;116;32;125;23;17;1871
1171;Haz-Mat 10-5;2019;Junio;54;2;5;7;4;1;51;78;21;8;1;46;57;12;34;0;10;337
1172;Gas 10-6;2019;Junio;54;11;17;40;23;21;97;485;85;48;24;140;66;6;51;5;16;1135
1173;Eléctrico 10-7;2019;Junio;54;0;2;8;3;6;26;286;18;14;5;35;14;2;18;2;1;440
1174;No Clasificado 10-8;2019;Junio;54;2;2;9;5;13;59;98;51;54;85;225;92;18;25;2;4;744
1175;Otros Servicios 10-9;2019;Junio;54;4;42;47;64;51;298;279;415;92;153;251;384;69;621;7;37;2814
1176;Escombros 10-10;2019;Junio;54;0;0;1;1;1;17;7;7;7;1;11;8;1;5;0;0;67
1177;Servicio Aéreo 10-11;2019;Junio;54;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1178;Apoyo a otros Cuerpos 10-12;2019;Junio;54;0;3;6;3;2;16;208;22;21;5;17;13;2;4;0;0;322
1179;Atentados Terroristas 10-13;2019;Junio;54;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1180;Accidentes Aéreos 10-14;2019;Junio;54;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1181;Simulacro 10-15;2019;Junio;54;11;0;3;0;2;15;14;5;11;1;3;17;2;13;1;1;99
1182;Túnel 10-16;2019;Junio;54;0;0;0;0;1;0;1;1;0;0;8;0;0;0;0;0;11
1183;Falsa Alarma 6-16;2019;Junio;54;3;1;0;2;5;12;15;6;4;2;7;1;2;10;6;3;79
1184;Inundación 10-17;2019;Junio;54;0;0;0;0;0;0;0;2;0;17;159;12;2;3;0;0;195
1185;Emergencia Marítima Portuaria 10-18;2019;Junio;54;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1186;Incendio 10-30;2019;Junio;54;2;1;3;0;0;1;21;1;3;0;0;0;0;15;0;0;47
1187;Emergencia Metro de Santiago 10-19;2019;Junio;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1188;Estructural 10-0;2019;Julio;55;7;26;48;11;39;174;417;107;135;78;217;209;87;185;23;22;1785
1189;Vehículos 10-1;2019;Julio;55;3;8;11;5;9;35;188;15;22;11;20;18;5;14;2;4;370
1190;Pastizales y/o Basura 10-2;2019;Julio;55;20;19;42;37;53;224;322;103;28;9;29;18;1;65;5;2;977
1191;Rescate de Emergencia 10-3;2019;Julio;55;7;6;27;3;25;135;604;69;48;25;131;37;30;78;1;3;1229
1192;Rescate Vehicular 10-4;2019;Julio;55;30;22;55;24;48;275;517;138;119;91;225;150;46;106;13;13;1872
1193;Haz-Mat 10-5;2019;Julio;55;1;0;12;1;4;48;70;36;4;4;49;54;14;38;0;2;337
1194;Gas 10-6;2019;Julio;55;12;9;27;21;21;124;507;61;52;22;107;84;15;54;3;13;1132
1195;Eléctrico 10-7;2019;Julio;55;1;5;10;6;3;22;181;9;12;4;13;6;2;9;1;3;287
1196;No Clasificado 10-8;2019;Julio;55;6;2;5;3;8;54;76;36;34;44;192;87;24;31;2;2;606
1197;Otros Servicios 10-9;2019;Julio;55;7;38;60;46;36;309;248;364;97;118;147;357;81;575;6;30;2519
1198;Escombros 10-10;2019;Julio;55;0;0;0;2;0;14;13;7;6;0;3;6;1;6;0;3;61
1199;Servicio Aéreo 10-11;2019;Julio;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1200;Apoyo a otros Cuerpos 10-12;2019;Julio;55;0;4;1;1;5;22;194;28;16;0;9;14;10;3;0;0;307
1201;Atentados Terroristas 10-13;2019;Julio;55;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
1202;Accidentes Aéreos 10-14;2019;Julio;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1203;Simulacro 10-15;2019;Julio;55;2;0;3;1;2;12;10;9;4;5;2;18;2;7;2;1;80
1204;Túnel 10-16;2019;Julio;55;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;3
1205;Falsa Alarma 6-16;2019;Julio;55;0;3;1;1;1;8;21;11;5;2;5;7;1;4;2;2;74
1206;Inundación 10-17;2019;Julio;55;0;0;0;0;1;0;0;0;1;4;22;13;9;1;0;0;51
1207;Emergencia Marítima Portuaria 10-18;2019;Julio;55;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;3
1208;Incendio 10-30;2019;Julio;55;0;1;3;0;0;4;15;1;2;0;5;2;0;15;0;0;48
1209;Emergencia Metro de Santiago 10-19;2019;Julio;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1210;Estructural 10-0;2019;Agosto;56;9;19;35;17;35;136;389;90;134;75;235;200;67;162;24;17;1644
1211;Vehículos 10-1;2019;Agosto;56;2;4;15;4;8;34;212;11;22;5;23;19;3;10;3;3;378
1212;Pastizales y/o Basura 10-2;2019;Agosto;56;12;13;53;35;81;313;554;380;97;22;35;32;6;58;12;0;1703
1213;Rescate de Emergencia 10-3;2019;Agosto;56;9;7;15;5;21;104;656;68;46;21;131;45;41;70;3;2;1244
1214;Rescate Vehicular 10-4;2019;Agosto;56;25;23;57;29;33;237;541;148;125;78;219;108;50;102;22;13;1810
1215;Haz-Mat 10-5;2019;Agosto;56;0;2;10;1;2;33;46;33;5;4;50;61;11;41;0;1;300
1216;Gas 10-6;2019;Agosto;56;5;6;43;22;28;119;446;62;40;20;102;100;21;55;6;16;1091
1217;Eléctrico 10-7;2019;Agosto;56;0;2;5;6;8;16;113;12;10;8;12;11;3;14;4;5;229
1218;No Clasificado 10-8;2019;Agosto;56;8;3;12;3;15;52;65;52;47;25;141;53;10;41;5;12;544
1219;Otros Servicios 10-9;2019;Agosto;56;5;39;60;33;31;361;259;502;80;141;127;308;41;508;13;33;2541
1220;Escombros 10-10;2019;Agosto;56;3;1;2;1;5;26;29;5;1;0;0;4;0;7;1;1;86
1221;Servicio Aéreo 10-11;2019;Agosto;56;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1222;Apoyo a otros Cuerpos 10-12;2019;Agosto;56;0;0;0;4;7;29;309;19;5;5;10;20;10;5;0;0;423
1223;Atentados Terroristas 10-13;2019;Agosto;56;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;4
1224;Accidentes Aéreos 10-14;2019;Agosto;56;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3
1225;Simulacro 10-15;2019;Agosto;56;1;2;10;1;1;10;18;2;9;2;13;21;2;9;2;2;105
1226;Túnel 10-16;2019;Agosto;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1227;Falsa Alarma 6-16;2019;Agosto;56;0;2;1;0;3;15;27;12;4;1;2;5;2;6;1;3;84
1228;Inundación 10-17;2019;Agosto;56;0;0;0;0;0;0;1;2;0;0;7;0;0;6;0;0;16
1229;Emergencia Marítima Portuaria 10-18;2019;Agosto;56;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1230;Incendio 10-30;2019;Agosto;56;1;1;3;0;0;4;35;2;4;0;0;0;0;8;0;0;58
1231;Emergencia Metro de Santiago 10-19;2019;Agosto;56;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1232;Estructural 10-0;2019;septiembre;57;4;29;38;10;33;135;321;98;109;53;190;174;72;152;26;10;1454
1233;Vehículos 10-1;2019;septiembre;57;5;8;8;1;8;39;220;10;13;9;26;13;6;7;1;6;380
1234;Pastizales y/o Basura 10-2;2019;septiembre;57;15;12;54;46;79;270;605;434;158;81;139;174;26;114;6;4;2217
1235;Rescate de Emergencia 10-3;2019;septiembre;57;1;12;27;5;18;111;564;52;49;49;126;38;29;69;4;3;1157
1236;Rescate Vehicular 10-4;2019;septiembre;57;21;17;59;27;54;244;540;140;119;76;244;111;37;104;11;8;1812
1237;Haz-Mat 10-5;2019;septiembre;57;0;3;9;0;2;29;35;17;7;5;37;74;10;41;0;4;273
1238;Gas 10-6;2019;septiembre;57;11;12;27;8;18;87;234;48;35;24;108;47;17;40;3;10;729
1239;Eléctrico 10-7;2019;septiembre;57;1;3;13;1;6;14;123;9;4;7;11;4;0;4;1;2;203
